,date,category,sales_rate
,2016-03-29,맥주,154
,2016-03-29,면도기,14
,2016-03-29,숙취해소제,70
,2016-03-29,스타킹,56
,2016-03-29,아이스크림,443
,2016-03-29,마스크,7
,2016-03-30,과자,839
,2016-03-30,라면,626
,2016-03-30,생리대,105
,2016-03-30,생수,211
,2016-03-30,탄산음료,176
,2016-03-30,마스크,14
,2016-03-30,맥주,211
,2016-03-30,숙취해소제,161
,2016-03-30,스타킹,49
,2016-03-30,아이스크림,627
,2016-03-30,면도기,14
,2016-03-31,과자,958
,2016-03-31,라면,548
,2016-03-31,생수,211
,2016-03-31,아이스크림,789
,2016-03-31,맥주,105
,2016-03-31,면도기,14
,2016-03-31,생리대,28
,2016-03-31,숙취해소제,49
,2016-03-31,스타킹,77
,2016-03-31,탄산음료,176
,2016-03-31,마스크,7
,2016-04-01,과자,1141
,2016-04-01,라면,479
,2016-04-01,마스크,21
,2016-04-01,맥주,366
,2016-04-01,생리대,91
,2016-04-01,생수,260
,2016-04-01,아이스크림,528
,2016-04-01,숙취해소제,126
,2016-04-01,스타킹,106
,2016-04-01,탄산음료,126
,2016-04-01,면도기,7
,2016-04-02,맥주,408
,2016-04-02,생수,372
,2016-04-02,스타킹,211
,2016-04-02,탄산음료,169
,2016-04-02,과자,895
,2016-04-02,라면,507
,2016-04-02,마스크,7
,2016-04-02,면도기,14
,2016-04-02,생리대,56
,2016-04-02,숙취해소제,268
,2016-04-02,아이스크림,1205
,2016-04-03,과자,1049
,2016-04-03,라면,607
,2016-04-03,생리대,84
,2016-04-03,생수,91
,2016-04-03,아이스크림,881
,2016-04-03,탄산음료,119
,2016-04-03,마스크,7
,2016-04-03,맥주,345
,2016-04-03,숙취해소제,98
,2016-04-03,스타킹,56
,2016-04-03,우산,161
,2016-04-04,과자,747
,2016-04-04,라면,352
,2016-04-04,생수,197
,2016-04-04,맥주,105
,2016-04-04,생리대,63
,2016-04-04,숙취해소제,49
,2016-04-04,스타킹,98
,2016-04-04,아이스크림,564
,2016-04-04,탄산음료,98
,2016-04-04,면도기,7
,2016-04-04,마스크,7
,2016-04-05,과자,1036
,2016-04-05,라면,548
,2016-04-05,생리대,42
,2016-04-05,탄산음료,183
,2016-04-05,맥주,268
,2016-04-05,생수,232
,2016-04-05,숙취해소제,63
,2016-04-05,스타킹,49
,2016-04-05,아이스크림,422
,2016-04-05,면도기,7
,2016-04-06,과자,944
,2016-04-06,맥주,310
,2016-04-06,생수,169
,2016-04-06,아이스크림,394
,2016-04-06,우산,317
,2016-04-06,라면,465
,2016-04-06,생리대,28
,2016-04-06,숙취해소제,133
,2016-04-06,스타킹,77
,2016-04-06,탄산음료,99
,2016-04-06,마스크,21
,2016-04-07,과자,1093
,2016-04-07,라면,507
,2016-04-07,생수,288
,2016-04-07,아이스크림,824
,2016-04-07,마스크,14
,2016-04-07,맥주,239
,2016-04-07,면도기,7
,2016-04-07,생리대,63
,2016-04-07,숙취해소제,112
,2016-04-07,스타킹,70
,2016-04-07,우산,42
,2016-04-07,탄산음료,126
,2016-04-08,과자,1282
,2016-04-08,라면,627
,2016-04-08,맥주,359
,2016-04-08,생리대,84
,2016-04-08,숙취해소제,134
,2016-04-08,아이스크림,571
,2016-04-08,마스크,21
,2016-04-08,생수,197
,2016-04-08,스타킹,106
,2016-04-08,탄산음료,63
,2016-04-09,과자,1205
,2016-04-09,라면,649
,2016-04-09,마스크,77
,2016-04-09,아이스크림,711
,2016-04-09,맥주,374
,2016-04-09,면도기,14
,2016-04-09,생리대,106
,2016-04-09,생수,247
,2016-04-09,숙취해소제,204
,2016-04-09,스타킹,134
,2016-04-09,우산,14
,2016-04-09,탄산음료,119
,2016-04-10,과자,1212
,2016-04-10,라면,599
,2016-04-10,맥주,373
,2016-04-10,탄산음료,261
,2016-04-10,마스크,183
,2016-04-10,면도기,7
,2016-04-10,생리대,98
,2016-04-10,생수,310
,2016-04-10,숙취해소제,141
,2016-04-10,스타킹,49
,2016-04-10,아이스크림,753
,2016-04-11,과자,1042
,2016-04-11,라면,570
,2016-04-11,마스크,14
,2016-04-11,맥주,218
,2016-04-11,탄산음료,126
,2016-04-11,면도기,7
,2016-04-11,생리대,28
,2016-04-11,생수,246
,2016-04-11,숙취해소제,35
,2016-04-11,아이스크림,458
,2016-04-11,스타킹,7
,2016-04-12,과자,1014
,2016-04-12,라면,366
,2016-04-12,생수,182
,2016-04-12,아이스크림,557
,2016-04-12,마스크,7
,2016-04-12,맥주,260
,2016-04-12,면도기,7
,2016-04-12,생리대,42
,2016-04-12,숙취해소제,140
,2016-04-12,스타킹,70
,2016-04-12,탄산음료,197
,2016-04-12,우산,14
,2016-04-13,과자,1431
,2016-04-13,라면,556
,2016-04-13,생수,253
,2016-04-13,아이스크림,1049
,2016-04-13,맥주,303
,2016-04-13,생리대,56
,2016-04-13,숙취해소제,147
,2016-04-13,스타킹,77
,2016-04-13,우산,91
,2016-04-13,탄산음료,147
,2016-04-13,마스크,14
,2016-04-14,과자,1022
,2016-04-14,라면,436
,2016-04-14,맥주,232
,2016-04-14,생리대,70
,2016-04-14,생수,232
,2016-04-14,아이스크림,662
,2016-04-14,마스크,21
,2016-04-14,숙취해소제,105
,2016-04-14,스타킹,99
,2016-04-14,탄산음료,91
,2016-04-14,면도기,7
,2016-04-15,과자,1177
,2016-04-15,라면,641
,2016-04-15,맥주,330
,2016-04-15,생수,254
,2016-04-15,아이스크림,867
,2016-04-15,마스크,21
,2016-04-15,생리대,99
,2016-04-15,숙취해소제,126
,2016-04-15,스타킹,70
,2016-04-15,탄산음료,168
,2016-04-16,과자,1430
,2016-04-16,라면,733
,2016-04-16,맥주,494
,2016-04-16,생리대,63
,2016-04-16,아이스크림,725
,2016-04-16,마스크,28
,2016-04-16,생수,253
,2016-04-16,숙취해소제,281
,2016-04-16,스타킹,63
,2016-04-16,우산,409
,2016-04-16,탄산음료,98
,2016-04-17,과자,1149
,2016-04-17,라면,606
,2016-04-17,생수,225
,2016-04-17,스타킹,49
,2016-04-17,아이스크림,726
,2016-04-17,맥주,134
,2016-04-17,생리대,91
,2016-04-17,숙취해소제,77
,2016-04-17,우산,7
,2016-04-17,탄산음료,91
,2016-04-18,과자,1015
,2016-04-18,라면,437
,2016-04-18,아이스크림,473
,2016-04-18,우산,345
,2016-04-18,마스크,56
,2016-04-18,맥주,198
,2016-04-18,생리대,35
,2016-04-18,생수,190
,2016-04-18,숙취해소제,91
,2016-04-18,스타킹,35
,2016-04-18,탄산음료,183
,2016-04-18,면도기,7
,2016-04-19,과자,818
,2016-04-19,라면,633
,2016-04-19,마스크,21
,2016-04-19,생수,197
,2016-04-19,아이스크림,783
,2016-04-19,맥주,168
,2016-04-19,면도기,14
,2016-04-19,생리대,49
,2016-04-19,숙취해소제,77
,2016-04-19,스타킹,42
,2016-04-19,탄산음료,105
,2016-04-20,과자,1825
,2016-04-20,라면,521
,2016-04-20,생수,275
,2016-04-20,아이스크림,472
,2016-04-20,탄산음료,84
,2016-04-20,맥주,239
,2016-04-20,생리대,92
,2016-04-20,숙취해소제,141
,2016-04-20,스타킹,70
,2016-04-20,우산,218
,2016-04-20,면도기,7
,2016-04-21,과자,1170
,2016-04-21,라면,443
,2016-04-21,숙취해소제,84
,2016-04-21,맥주,162
,2016-04-21,면도기,14
,2016-04-21,생리대,77
,2016-04-21,생수,190
,2016-04-21,스타킹,35
,2016-04-21,아이스크림,585
,2016-04-21,우산,70
,2016-04-21,탄산음료,98
,2016-04-22,과자,1578
,2016-04-22,맥주,303
,2016-04-22,생수,232
,2016-04-22,스타킹,92
,2016-04-22,우산,28
,2016-04-22,라면,457
,2016-04-22,마스크,49
,2016-04-22,생리대,49
,2016-04-22,숙취해소제,119
,2016-04-22,아이스크림,649
,2016-04-22,탄산음료,105
,2016-04-22,면도기,7
,2016-04-23,과자,1121
,2016-04-23,라면,486
,2016-04-23,맥주,247
,2016-04-23,생수,247
,2016-04-23,아이스크림,812
,2016-04-23,마스크,211
,2016-04-23,생리대,56
,2016-04-23,숙취해소제,275
,2016-04-23,스타킹,92
,2016-04-23,탄산음료,147
,2016-04-23,면도기,7
,2016-04-24,과자,1438
,2016-04-24,라면,437
,2016-04-24,생수,323
,2016-04-24,스타킹,42
,2016-04-24,마스크,183
,2016-04-24,맥주,310
,2016-04-24,면도기,21
,2016-04-24,생리대,49
,2016-04-24,숙취해소제,169
,2016-04-24,아이스크림,1112
,2016-04-24,탄산음료,147
,2016-04-25,과자,1043
,2016-04-25,라면,499
,2016-04-25,아이스크림,895
,2016-04-25,마스크,21
,2016-04-25,맥주,183
,2016-04-25,생리대,98
,2016-04-25,생수,288
,2016-04-25,숙취해소제,112
,2016-04-25,스타킹,42
,2016-04-25,탄산음료,240
,2016-04-26,과자,845
,2016-04-26,라면,556
,2016-04-26,맥주,317
,2016-04-26,생수,746
,2016-04-26,아이스크림,1106
,2016-04-26,탄산음료,226
,2016-04-26,생리대,63
,2016-04-26,숙취해소제,105
,2016-04-26,스타킹,99
,2016-04-26,마스크,21
,2016-04-26,면도기,7
,2016-04-27,과자,986
,2016-04-27,라면,528
,2016-04-27,생수,318
,2016-04-27,아이스크림,464
,2016-04-27,마스크,28
,2016-04-27,맥주,197
,2016-04-27,생리대,70
,2016-04-27,숙취해소제,84
,2016-04-27,스타킹,84
,2016-04-27,탄산음료,161
,2016-04-28,과자,1023
,2016-04-28,라면,492
,2016-04-28,생수,514
,2016-04-28,아이스크림,796
,2016-04-28,맥주,225
,2016-04-28,생리대,35
,2016-04-28,숙취해소제,211
,2016-04-28,스타킹,99
,2016-04-28,탄산음료,224
,2016-04-28,마스크,14
,2016-04-28,면도기,21
,2016-04-29,과자,1332
,2016-04-29,생수,353
,2016-04-29,스타킹,99
,2016-04-29,라면,558
,2016-04-29,맥주,366
,2016-04-29,생리대,99
,2016-04-29,숙취해소제,268
,2016-04-29,아이스크림,755
,2016-04-29,탄산음료,175
,2016-04-29,면도기,7
,2016-04-29,우산,7
,2016-04-30,과자,1035
,2016-04-30,라면,556
,2016-04-30,탄산음료,140
,2016-04-30,맥주,415
,2016-04-30,생리대,113
,2016-04-30,생수,374
,2016-04-30,숙취해소제,176
,2016-04-30,스타킹,162
,2016-04-30,아이스크림,1346
,2016-05-01,과자,938
,2016-05-01,라면,578
,2016-05-01,맥주,443
,2016-05-01,생리대,134
,2016-05-01,생수,408
,2016-05-01,숙취해소제,176
,2016-05-01,스타킹,42
,2016-05-01,아이스크림,1141
,2016-05-01,탄산음료,204
,2016-05-01,면도기,7
,2016-05-02,과자,980
,2016-05-02,라면,591
,2016-05-02,생수,316
,2016-05-02,우산,366
,2016-05-02,마스크,14
,2016-05-02,맥주,211
,2016-05-02,생리대,21
,2016-05-02,숙취해소제,98
,2016-05-02,스타킹,49
,2016-05-02,아이스크림,797
,2016-05-02,탄산음료,267
,2016-05-03,과자,1310
,2016-05-03,라면,569
,2016-05-03,생리대,63
,2016-05-03,생수,91
,2016-05-03,맥주,218
,2016-05-03,숙취해소제,56
,2016-05-03,스타킹,35
,2016-05-03,아이스크림,423
,2016-05-03,우산,176
,2016-05-03,탄산음료,91
,2016-05-03,마스크,35
,2016-05-03,면도기,35
,2016-05-04,과자,1036
,2016-05-04,라면,408
,2016-05-04,아이스크림,711
,2016-05-04,맥주,297
,2016-05-04,생리대,56
,2016-05-04,생수,226
,2016-05-04,숙취해소제,191
,2016-05-04,스타킹,70
,2016-05-04,탄산음료,168
,2016-05-05,과자,1205
,2016-05-05,생수,683
,2016-05-05,숙취해소제,219
,2016-05-05,아이스크림,1113
,2016-05-05,우산,402
,2016-05-05,라면,360
,2016-05-05,맥주,366
,2016-05-05,면도기,7
,2016-05-05,생리대,63
,2016-05-05,스타킹,56
,2016-05-05,탄산음료,98
,2016-05-06,과자,978
,2016-05-06,라면,492
,2016-05-06,아이스크림,732
,2016-05-06,우산,134
,2016-05-06,탄산음료,197
,2016-05-06,마스크,7
,2016-05-06,맥주,394
,2016-05-06,생리대,56
,2016-05-06,생수,112
,2016-05-06,숙취해소제,147
,2016-05-06,스타킹,85
,2016-05-06,면도기,7
,2016-05-07,과자,1127
,2016-05-07,라면,513
,2016-05-07,마스크,70
,2016-05-07,맥주,401
,2016-05-07,생수,303
,2016-05-07,숙취해소제,246
,2016-05-07,아이스크림,1127
,2016-05-07,면도기,14
,2016-05-07,생리대,42
,2016-05-07,스타킹,21
,2016-05-07,탄산음료,161
,2016-05-08,과자,1113
,2016-05-08,생수,407
,2016-05-08,숙취해소제,197
,2016-05-08,아이스크림,1190
,2016-05-08,탄산음료,197
,2016-05-08,라면,479
,2016-05-08,마스크,7
,2016-05-08,맥주,472
,2016-05-08,생리대,92
,2016-05-08,스타킹,28
,2016-05-08,면도기,7
,2016-05-09,과자,888
,2016-05-09,라면,429
,2016-05-09,생리대,63
,2016-05-09,생수,261
,2016-05-09,아이스크림,549
,2016-05-09,탄산음료,168
,2016-05-09,마스크,14
,2016-05-09,맥주,169
,2016-05-09,숙취해소제,105
,2016-05-09,스타킹,84
,2016-05-09,우산,7
,2016-05-10,과자,902
,2016-05-10,맥주,112
,2016-05-10,생수,147
,2016-05-10,우산,91
,2016-05-10,라면,464
,2016-05-10,생리대,35
,2016-05-10,숙취해소제,77
,2016-05-10,스타킹,21
,2016-05-10,아이스크림,346
,2016-05-10,탄산음료,147
,2016-05-11,과자,986
,2016-05-11,라면,345
,2016-05-11,생수,304
,2016-05-11,마스크,7
,2016-05-11,맥주,127
,2016-05-11,생리대,49
,2016-05-11,숙취해소제,42
,2016-05-11,스타킹,56
,2016-05-11,아이스크림,753
,2016-05-11,탄산음료,176
,2016-05-11,면도기,7
,2016-05-12,과자,916
,2016-05-12,스타킹,70
,2016-05-12,아이스크림,691
,2016-05-12,라면,507
,2016-05-12,마스크,7
,2016-05-12,맥주,282
,2016-05-12,생리대,98
,2016-05-12,생수,295
,2016-05-12,숙취해소제,106
,2016-05-12,탄산음료,126
,2016-05-12,면도기,7
,2016-05-13,과자,1128
,2016-05-13,라면,675
,2016-05-13,생리대,77
,2016-05-13,생수,247
,2016-05-13,아이스크림,1028
,2016-05-13,탄산음료,232
,2016-05-13,맥주,324
,2016-05-13,면도기,21
,2016-05-13,숙취해소제,198
,2016-05-13,스타킹,99
,2016-05-14,과자,1071
,2016-05-14,라면,556
,2016-05-14,생수,436
,2016-05-14,맥주,373
,2016-05-14,생리대,98
,2016-05-14,숙취해소제,303
,2016-05-14,스타킹,70
,2016-05-14,아이스크림,1072
,2016-05-14,탄산음료,161
,2016-05-14,마스크,7
,2016-05-15,과자,1206
,2016-05-15,라면,549
,2016-05-15,맥주,204
,2016-05-15,생수,218
,2016-05-15,우산,585
,2016-05-15,생리대,49
,2016-05-15,숙취해소제,134
,2016-05-15,스타킹,35
,2016-05-15,아이스크림,930
,2016-05-15,탄산음료,140
,2016-05-15,마스크,7
,2016-05-15,면도기,7
,2016-05-16,과자,804
,2016-05-16,라면,520
,2016-05-16,마스크,7
,2016-05-16,맥주,219
,2016-05-16,생수,282
,2016-05-16,생리대,70
,2016-05-16,숙취해소제,105
,2016-05-16,스타킹,56
,2016-05-16,아이스크림,564
,2016-05-16,탄산음료,126
,2016-05-17,과자,845
,2016-05-17,라면,676
,2016-05-17,맥주,253
,2016-05-17,숙취해소제,70
,2016-05-17,아이스크림,951
,2016-05-17,면도기,35
,2016-05-17,생리대,78
,2016-05-17,생수,168
,2016-05-17,스타킹,84
,2016-05-17,탄산음료,91
,2016-05-17,마스크,7
,2016-05-18,과자,874
,2016-05-18,라면,577
,2016-05-18,맥주,161
,2016-05-18,면도기,7
,2016-05-18,생리대,42
,2016-05-18,아이스크림,1338
,2016-05-18,탄산음료,231
,2016-05-18,생수,289
,2016-05-18,숙취해소제,105
,2016-05-18,스타킹,56
,2016-05-18,마스크,7
,2016-05-19,과자,930
,2016-05-19,라면,521
,2016-05-19,맥주,267
,2016-05-19,생수,437
,2016-05-19,아이스크림,1613
,2016-05-19,탄산음료,296
,2016-05-19,생리대,77
,2016-05-19,숙취해소제,105
,2016-05-19,스타킹,70
,2016-05-20,과자,972
,2016-05-20,라면,535
,2016-05-20,맥주,239
,2016-05-20,아이스크림,1599
,2016-05-20,탄산음료,203
,2016-05-20,마스크,14
,2016-05-20,면도기,35
,2016-05-20,생리대,70
,2016-05-20,생수,479
,2016-05-20,숙취해소제,218
,2016-05-20,스타킹,56
,2016-05-21,과자,1113
,2016-05-21,라면,436
,2016-05-21,생수,556
,2016-05-21,숙취해소제,161
,2016-05-21,아이스크림,1825
,2016-05-21,탄산음료,232
,2016-05-21,맥주,415
,2016-05-21,생리대,99
,2016-05-21,스타킹,42
,2016-05-21,면도기,7
,2016-05-22,과자,1113
,2016-05-22,라면,598
,2016-05-22,아이스크림,2022
,2016-05-22,맥주,401
,2016-05-22,생리대,99
,2016-05-22,생수,394
,2016-05-22,숙취해소제,133
,2016-05-22,스타킹,35
,2016-05-22,탄산음료,154
,2016-05-22,마스크,7
,2016-05-23,과자,874
,2016-05-23,라면,478
,2016-05-23,생수,401
,2016-05-23,아이스크림,1162
,2016-05-23,맥주,254
,2016-05-23,면도기,7
,2016-05-23,생리대,63
,2016-05-23,숙취해소제,42
,2016-05-23,스타킹,35
,2016-05-23,우산,56
,2016-05-23,탄산음료,246
,2016-05-24,과자,1078
,2016-05-24,라면,577
,2016-05-24,맥주,275
,2016-05-24,생수,422
,2016-05-24,아이스크림,550
,2016-05-24,생리대,28
,2016-05-24,숙취해소제,127
,2016-05-24,스타킹,28
,2016-05-24,우산,42
,2016-05-24,탄산음료,126
,2016-05-25,과자,929
,2016-05-25,라면,555
,2016-05-25,생수,175
,2016-05-25,아이스크림,858
,2016-05-25,마스크,35
,2016-05-25,맥주,289
,2016-05-25,생리대,56
,2016-05-25,숙취해소제,63
,2016-05-25,스타킹,63
,2016-05-25,탄산음료,134
,2016-05-26,과자,980
,2016-05-26,라면,443
,2016-05-26,생수,176
,2016-05-26,아이스크림,895
,2016-05-26,탄산음료,133
,2016-05-26,맥주,225
,2016-05-26,면도기,14
,2016-05-26,생리대,42
,2016-05-26,숙취해소제,162
,2016-05-26,스타킹,49
,2016-05-26,우산,77
,2016-05-27,과자,895
,2016-05-27,라면,352
,2016-05-27,마스크,56
,2016-05-27,생수,401
,2016-05-27,아이스크림,1155
,2016-05-27,맥주,304
,2016-05-27,면도기,14
,2016-05-27,생리대,91
,2016-05-27,숙취해소제,169
,2016-05-27,스타킹,49
,2016-05-27,탄산음료,154
,2016-05-28,과자,1148
,2016-05-28,라면,605
,2016-05-28,맥주,487
,2016-05-28,생리대,91
,2016-05-28,생수,486
,2016-05-28,숙취해소제,190
,2016-05-28,스타킹,49
,2016-05-28,아이스크림,1494
,2016-05-28,탄산음료,253
,2016-05-28,면도기,14
,2016-05-29,과자,1797
,2016-05-29,라면,612
,2016-05-29,생수,303
,2016-05-29,마스크,21
,2016-05-29,맥주,401
,2016-05-29,생리대,49
,2016-05-29,숙취해소제,155
,2016-05-29,스타킹,49
,2016-05-29,아이스크림,1380
,2016-05-29,탄산음료,119
,2016-05-29,면도기,7
,2016-05-30,과자,852
,2016-05-30,라면,387
,2016-05-30,맥주,162
,2016-05-30,아이스크림,783
,2016-05-30,마스크,7
,2016-05-30,생리대,42
,2016-05-30,생수,288
,2016-05-30,숙취해소제,49
,2016-05-30,스타킹,14
,2016-05-30,탄산음료,140
,2016-05-30,면도기,7
,2016-05-31,과자,1043
,2016-05-31,생수,317
,2016-05-31,아이스크림,1119
,2016-05-31,라면,621
,2016-05-31,마스크,14
,2016-05-31,맥주,260
,2016-05-31,면도기,14
,2016-05-31,생리대,42
,2016-05-31,숙취해소제,148
,2016-05-31,스타킹,42
,2016-05-31,탄산음료,261
,2016-06-01,과자,817
,2016-06-01,라면,506
,2016-06-01,맥주,387
,2016-06-01,생수,344
,2016-06-01,아이스크림,1268
,2016-06-01,탄산음료,147
,2016-06-01,면도기,14
,2016-06-01,생리대,70
,2016-06-01,숙취해소제,106
,2016-06-01,스타킹,28
,2016-06-01,마스크,7
,2016-06-02,과자,909
,2016-06-02,라면,450
,2016-06-02,생수,387
,2016-06-02,맥주,176
,2016-06-02,생리대,56
,2016-06-02,숙취해소제,120
,2016-06-02,스타킹,35
,2016-06-02,아이스크림,1078
,2016-06-02,탄산음료,190
,2016-06-02,마스크,7
,2016-06-02,면도기,21
,2016-06-03,과자,1092
,2016-06-03,라면,577
,2016-06-03,맥주,288
,2016-06-03,생수,310
,2016-06-03,아이스크림,1345
,2016-06-03,탄산음료,133
,2016-06-03,면도기,7
,2016-06-03,생리대,63
,2016-06-03,숙취해소제,162
,2016-06-03,스타킹,21
,2016-06-03,마스크,7
,2016-06-04,과자,1318
,2016-06-04,라면,507
,2016-06-04,생리대,70
,2016-06-04,생수,817
,2016-06-04,탄산음료,119
,2016-06-04,마스크,14
,2016-06-04,맥주,360
,2016-06-04,숙취해소제,317
,2016-06-04,스타킹,56
,2016-06-04,아이스크림,1571
,2016-06-05,과자,1092
,2016-06-05,라면,450
,2016-06-05,아이스크림,2014
,2016-06-05,탄산음료,169
,2016-06-05,맥주,367
,2016-06-05,면도기,7
,2016-06-05,생리대,127
,2016-06-05,생수,578
,2016-06-05,숙취해소제,183
,2016-06-05,마스크,7
,2016-06-05,스타킹,14
,2016-06-06,아이스크림,986
,2016-06-06,탄산음료,141
,2016-06-06,과자,1030
,2016-06-06,라면,472
,2016-06-06,맥주,310
,2016-06-06,생리대,35
,2016-06-06,생수,444
,2016-06-06,숙취해소제,91
,2016-06-06,스타킹,7
,2016-06-06,우산,112
,2016-06-07,과자,803
,2016-06-07,라면,549
,2016-06-07,맥주,176
,2016-06-07,생수,324
,2016-06-07,생리대,70
,2016-06-07,숙취해소제,49
,2016-06-07,스타킹,42
,2016-06-07,아이스크림,790
,2016-06-07,탄산음료,84
,2016-06-07,마스크,7
,2016-06-08,과자,1037
,2016-06-08,라면,557
,2016-06-08,맥주,161
,2016-06-08,탄산음료,98
,2016-06-08,생리대,42
,2016-06-08,생수,261
,2016-06-08,숙취해소제,112
,2016-06-08,스타킹,28
,2016-06-08,아이스크림,945
,2016-06-08,면도기,7
,2016-06-09,과자,797
,2016-06-09,라면,548
,2016-06-09,맥주,204
,2016-06-09,생수,281
,2016-06-09,아이스크림,1353
,2016-06-09,탄산음료,112
,2016-06-09,마스크,14
,2016-06-09,생리대,56
,2016-06-09,숙취해소제,147
,2016-06-09,스타킹,35
,2016-06-10,과자,1057
,2016-06-10,라면,626
,2016-06-10,생수,436
,2016-06-10,스타킹,28
,2016-06-10,아이스크림,1535
,2016-06-10,탄산음료,168
,2016-06-10,맥주,317
,2016-06-10,생리대,113
,2016-06-10,숙취해소제,246
,2016-06-10,마스크,28
,2016-06-11,과자,1219
,2016-06-11,맥주,605
,2016-06-11,아이스크림,1882
,2016-06-11,우산,670
,2016-06-11,탄산음료,183
,2016-06-11,라면,571
,2016-06-11,생리대,56
,2016-06-11,생수,381
,2016-06-11,숙취해소제,372
,2016-06-11,스타킹,28
,2016-06-11,면도기,7
,2016-06-12,과자,951
,2016-06-12,라면,654
,2016-06-12,숙취해소제,119
,2016-06-12,아이스크림,1796
,2016-06-12,맥주,325
,2016-06-12,면도기,14
,2016-06-12,생리대,42
,2016-06-12,생수,267
,2016-06-12,스타킹,28
,2016-06-12,우산,21
,2016-06-12,탄산음료,98
,2016-06-13,과자,860
,2016-06-13,생리대,42
,2016-06-13,생수,317
,2016-06-13,라면,529
,2016-06-13,맥주,198
,2016-06-13,숙취해소제,56
,2016-06-13,스타킹,49
,2016-06-13,아이스크림,1050
,2016-06-13,탄산음료,126
,2016-06-13,마스크,28
,2016-06-14,과자,959
,2016-06-14,라면,599
,2016-06-14,맥주,240
,2016-06-14,아이스크림,1128
,2016-06-14,탄산음료,112
,2016-06-14,면도기,14
,2016-06-14,생리대,77
,2016-06-14,생수,260
,2016-06-14,숙취해소제,84
,2016-06-14,스타킹,49
,2016-06-14,우산,84
,2016-06-15,라면,675
,2016-06-15,생수,239
,2016-06-15,아이스크림,951
,2016-06-15,우산,380
,2016-06-15,과자,1029
,2016-06-15,맥주,161
,2016-06-15,숙취해소제,98
,2016-06-15,탄산음료,84
,2016-06-15,생리대,21
,2016-06-15,스타킹,14
,2016-06-15,면도기,7
,2016-06-16,과자,1205
,2016-06-16,라면,535
,2016-06-16,맥주,218
,2016-06-16,생수,367
,2016-06-16,스타킹,35
,2016-06-16,생리대,56
,2016-06-16,숙취해소제,42
,2016-06-16,아이스크림,1106
,2016-06-16,탄산음료,119
,2016-06-17,과자,1282
,2016-06-17,라면,522
,2016-06-17,생수,444
,2016-06-17,탄산음료,133
,2016-06-17,맥주,338
,2016-06-17,생리대,70
,2016-06-17,숙취해소제,232
,2016-06-17,스타킹,42
,2016-06-17,아이스크림,1558
,2016-06-18,과자,1078
,2016-06-18,라면,536
,2016-06-18,마스크,7
,2016-06-18,맥주,408
,2016-06-18,생리대,70
,2016-06-18,아이스크림,1889
,2016-06-18,생수,387
,2016-06-18,숙취해소제,289
,2016-06-18,스타킹,14
,2016-06-18,탄산음료,98
,2016-06-18,면도기,21
,2016-06-19,과자,1239
,2016-06-19,라면,542
,2016-06-19,아이스크림,1763
,2016-06-19,맥주,283
,2016-06-19,생리대,70
,2016-06-19,생수,338
,2016-06-19,숙취해소제,155
,2016-06-19,스타킹,14
,2016-06-19,탄산음료,197
,2016-06-20,과자,930
,2016-06-20,라면,521
,2016-06-20,맥주,204
,2016-06-20,생수,295
,2016-06-20,아이스크림,1557
,2016-06-20,탄산음료,154
,2016-06-20,면도기,14
,2016-06-20,생리대,99
,2016-06-20,숙취해소제,56
,2016-06-20,스타킹,21
,2016-06-20,우산,7
,2016-06-21,과자,915
,2016-06-21,라면,654
,2016-06-21,생수,387
,2016-06-21,탄산음료,168
,2016-06-21,마스크,14
,2016-06-21,맥주,211
,2016-06-21,생리대,56
,2016-06-21,숙취해소제,98
,2016-06-21,스타킹,21
,2016-06-21,아이스크림,1614
,2016-06-21,면도기,7
,2016-06-22,과자,1198
,2016-06-22,라면,612
,2016-06-22,생수,204
,2016-06-22,아이스크림,1100
,2016-06-22,탄산음료,133
,2016-06-22,맥주,331
,2016-06-22,생리대,63
,2016-06-22,숙취해소제,147
,2016-06-22,스타킹,21
,2016-06-22,우산,381
,2016-06-22,면도기,7
,2016-06-23,과자,1148
,2016-06-23,라면,472
,2016-06-23,숙취해소제,98
,2016-06-23,맥주,374
,2016-06-23,생리대,70
,2016-06-23,생수,493
,2016-06-23,스타킹,21
,2016-06-23,아이스크림,1353
,2016-06-23,우산,42
,2016-06-23,탄산음료,154
,2016-06-24,과자,922
,2016-06-24,라면,366
,2016-06-24,맥주,275
,2016-06-24,숙취해소제,226
,2016-06-24,아이스크림,1028
,2016-06-24,우산,91
,2016-06-24,마스크,14
,2016-06-24,생리대,49
,2016-06-24,생수,417
,2016-06-24,스타킹,7
,2016-06-24,탄산음료,176
,2016-06-25,과자,1403
,2016-06-25,라면,478
,2016-06-25,생리대,98
,2016-06-25,생수,478
,2016-06-25,아이스크림,1649
,2016-06-25,탄산음료,225
,2016-06-25,맥주,388
,2016-06-25,숙취해소제,254
,2016-06-25,면도기,14
,2016-06-25,스타킹,7
,2016-06-26,과자,1374
,2016-06-26,라면,634
,2016-06-26,맥주,374
,2016-06-26,생수,246
,2016-06-26,아이스크림,2381
,2016-06-26,면도기,35
,2016-06-26,생리대,49
,2016-06-26,숙취해소제,198
,2016-06-26,탄산음료,155
,2016-06-26,스타킹,14
,2016-06-26,마스크,7
,2016-06-27,과자,937
,2016-06-27,라면,387
,2016-06-27,맥주,204
,2016-06-27,생리대,56
,2016-06-27,생수,254
,2016-06-27,탄산음료,168
